13
--app sort --impl procs --maps 10 --reduces 10 --input test/sort_input.csv --output sort_out.txt
print_table found the array's size to be 1 items
list 0 has 10000 elements
word: 137398590, count: 0
word: 253590668, count: 0
word: 43888368, count: 0
word: 43276399, count: 0
word: 168746348, count: 0
word: 60224571, count: 0
word: 126164129, count: 0
word: 256379922, count: 0
word: 174008108, count: 0
word: 149849778, count: 0
word: 83965346, count: 0
word: 166669547, count: 0
word: 138295476, count: 0
word: 95862884, count: 0
word: 76888357, count: 0
word: 56039303, count: 0
word: 93844008, count: 0
word: 216432099, count: 0
word: 261909700, count: 0
word: 10612778, count: 0
word: 131713346, count: 0
word: 12147655, count: 0
word: 23681998, count: 0
word: 98847922, count: 0
word: 4767984, count: 0
word: 195733114, count: 0
word: 54631105, count: 0
word: 226898494, count: 0
word: 176484325, count: 0
word: 38827988, count: 0
word: 24768287, count: 0
word: 164435052, count: 0
word: 34661791, count: 0
word: 261539463, count: 0
word: 181588236, count: 0
word: 144392045, count: 0
word: 188878058, count: 0
word: 77807204, count: 0
word: 53714769, count: 0
word: 196597087, count: 0
word: 251497188, count: 0
word: 74184539, count: 0
word: 99730368, count: 0
word: 204214565, count: 0
word: 73764233, count: 0
word: 175379059, count: 0
word: 56761866, count: 0
word: 121730154, count: 0
word: 84709204, count: 0
word: 89632696, count: 0
word: 205419160, count: 0
word: 189066484, count: 0
word: 179829818, count: 0
word: 208085277, count: 0
word: 156792902, count: 0
word: 185781228, count: 0
word: 110143965, count: 0
word: 74540964, count: 0
word: 20205028, count: 0
word: 67626535, count: 0
word: 101450075, count: 0
word: 24846540, count: 0
word: 179092265, count: 0
word: 135619970, count: 0
word: 193550182, count: 0
word: 235675004, count: 0
word: 248446481, count: 0
word: 92973188, count: 0
word: 265782626, count: 0
word: 189331004, count: 0
word: 188737526, count: 0
word: 121863491, count: 0
word: 161799600, count: 0
word: 46509501, count: 0
word: 137182768, count: 0
word: 175091722, count: 0
word: 14426069, count: 0
word: 55317402, count: 0
word: 131685978, count: 0
word: 264725340, count: 0
word: 236753252, count: 0
word: 166079470, count: 0
word: 53247565, count: 0
word: 103635139, count: 0
word: 8899771, count: 0
word: 221044209, count: 0
word: 127965173, count: 0
word: 265384948, count: 0
word: 114630041, count: 0
word: 98087965, count: 0
word: 194917776, count: 0
word: 130889791, count: 0
word: 242283123, count: 0
word: 45282367, count: 0
word: 4776611, count: 0
word: 156477198, count: 0
word: 253327404, count: 0
word: 200169171, count: 0
word: 101791859, count: 0
word: 52299644, count: 0
word: 185099046, count: 0
word: 167687073, count: 0
word: 266004533, count: 0
word: 188731537, count: 0
word: 119031090, count: 0
word: 24000170, count: 0
word: 200108289, count: 0
word: 54561766, count: 0
word: 134222607, count: 0
word: 251830330, count: 0
word: 124864373, count: 0
word: 69987386, count: 0
word: 163622208, count: 0
word: 22652884, count: 0
word: 88572213, count: 0
word: 240162835, count: 0
word: 2656692, count: 0
word: 115056310, count: 0
word: 106294744, count: 0
word: 90451458, count: 0
word: 159548939, count: 0
word: 178861932, count: 0
word: 6705979, count: 0
word: 173497454, count: 0
word: 155262498, count: 0
word: 264988690, count: 0
word: 217675997, count: 0
word: 54643336, count: 0
word: 225645559, count: 0
word: 140902526, count: 0
word: 227909392, count: 0
word: 45246264, count: 0
word: 183311210, count: 0
word: 239619364, count: 0
word: 176066966, count: 0
word: 221704920, count: 0
word: 220135123, count: 0
word: 206593119, count: 0
word: 122938146, count: 0
word: 149061772, count: 0
word: 234350491, count: 0
word: 154158770, count: 0
word: 216335919, count: 0
word: 199192919, count: 0
word: 43797414, count: 0
word: 250582494, count: 0
word: 254957203, count: 0
word: 122484462, count: 0
word: 36887157, count: 0
word: 261096774, count: 0
word: 92221876, count: 0
word: 46195598, count: 0
word: 28713142, count: 0
word: 151363150, count: 0
word: 85907913, count: 0
word: 262165419, count: 0
word: 69083496, count: 0
word: 46101506, count: 0
word: 166989061, count: 0
word: 23574114, count: 0
word: 187969242, count: 0
word: 233226508, count: 0
word: 140983322, count: 0
word: 224752600, count: 0
word: 88981179, count: 0
word: 190598400, count: 0
word: 185720284, count: 0
word: 8750614, count: 0
word: 185091982, count: 0
word: 255410277, count: 0
word: 181354651, count: 0
word: 135053775, count: 0
word: 215588150, count: 0
word: 15413849, count: 0
word: 127143667, count: 0
word: 133836130, count: 0
word: 172494170, count: 0
word: 69776082, count: 0
word: 87393317, count: 0
word: 74952781, count: 0
word: 69250675, count: 0
word: 229299975, count: 0
word: 150807022, count: 0
word: 151038687, count: 0
word: 4596726, count: 0
word: 173301375, count: 0
word: 220521242, count: 0
word: 227899442, count: 0
word: 178506480, count: 0
word: 37634485, count: 0
word: 845985, count: 0
word: 210373145, count: 0
word: 119256596, count: 0
word: 234044651, count: 0
word: 89256900, count: 0
word: 199278743, count: 0
word: 58166902, count: 0
word: 199688527, count: 0
word: 49979259, count: 0
word: 149767919, count: 0
word: 101205695, count: 0
word: 46963332, count: 0
word: 229326649, count: 0
word: 171867360, count: 0
word: 241900529, count: 0
word: 183338176, count: 0
word: 33279870, count: 0
word: 104633325, count: 0
word: 264195870, count: 0
word: 80048085, count: 0
word: 232995668, count: 0
word: 65844072, count: 0
word: 229498937, count: 0
word: 10180476, count: 0
word: 213484427, count: 0
word: 206230748, count: 0
word: 255913508, count: 0
word: 27586593, count: 0
word: 80547205, count: 0
word: 160951194, count: 0
word: 222672036, count: 0
word: 243443713, count: 0
word: 6600414, count: 0
word: 195542892, count: 0
word: 101288453, count: 0
word: 134647706, count: 0
word: 60157492, count: 0
word: 130493186, count: 0
word: 175385187, count: 0
word: 252182894, count: 0
word: 101519368, count: 0
word: 128663565, count: 0
word: 172457899, count: 0
word: 229724398, count: 0
word: 54983166, count: 0
word: 256241559, count: 0
word: 230471221, count: 0
word: 40472826, count: 0
word: 122491607, count: 0
word: 83115685, count: 0
word: 255063698, count: 0
word: 5220968, count: 0
word: 211615880, count: 0
word: 24295545, count: 0
word: 229520565, count: 0
word: 216230753, count: 0
word: 73397817, count: 0
word: 229818647, count: 0
word: 11961464, count: 0
word: 162679131, count: 0
word: 6975353, count: 0
word: 9872847, count: 0
word: 129494550, count: 0
word: 24823523, count: 0
word: 212780787, count: 0
word: 255128242, count: 0
word: 94034020, count: 0
word: 225643294, count: 0
word: 106842129, count: 0
word: 79433545, count: 0
word: 217219894, count: 0
word: 203660896, count: 0
word: 109251850, count: 0
word: 151479274, count: 0
word: 164248123, count: 0
word: 263541510, count: 0
word: 73181111, count: 0
word: 1428012, count: 0
word: 192181661, count: 0
word: 263357288, count: 0
word: 185082838, count: 0
word: 248586654, count: 0
word: 119531276, count: 0
word: 238863268, count: 0
word: 212642947, count: 0
word: 90631529, count: 0
word: 123476057, count: 0
word: 157732976, count: 0
word: 123569167, count: 0
word: 88805370, count: 0
word: 240220140, count: 0
word: 193288759, count: 0
word: 218430584, count: 0
word: 55211598, count: 0
word: 251405550, count: 0
word: 18540471, count: 0
word: 223092077, count: 0
word: 201183075, count: 0
word: 60202078, count: 0
word: 177296797, count: 0
word: 16405061, count: 0
word: 104539204, count: 0
word: 247109809, count: 0
word: 176779722, count: 0
word: 66372778, count: 0
word: 35903151, count: 0
word: 210867904, count: 0
word: 208263423, count: 0
word: 231039805, count: 0
word: 33765897, count: 0
word: 243036897, count: 0
word: 68091902, count: 0
word: 28890836, count: 0
word: 92080981, count: 0
word: 193736674, count: 0
word: 104528018, count: 0
word: 202362807, count: 0
word: 57249451, count: 0
word: 28950491, count: 0
word: 200954636, count: 0
word: 193833253, count: 0
word: 142021207, count: 0
word: 78727627, count: 0
word: 111173435, count: 0
word: 87897390, count: 0
word: 196881241, count: 0
word: 218637892, count: 0
word: 63828834, count: 0
word: 45653087, count: 0
word: 213791474, count: 0
word: 38761766, count: 0
word: 150675591, count: 0
word: 159657797, count: 0
word: 160442108, count: 0
word: 80281032, count: 0
word: 5082499, count: 0
word: 258229953, count: 0
word: 248169354, count: 0
word: 182266505, count: 0
word: 250702619, count: 0
word: 266590325, count: 0
word: 128491447, count: 0
word: 83797886, count: 0
word: 130078628, count: 0
word: 26516479, count: 0
word: 126950335, count: 0
word: 201956852, count: 0
word: 194944895, count: 0
word: 117710070, count: 0
word: 175886889, count: 0
word: 119995445, count: 0
word: 232294906, count: 0
word: 195489109, count: 0
word: 248150418, count: 0
word: 232338017, count: 0
word: 192249477, count: 0
word: 258131354, count: 0
word: 169195166, count: 0
word: 260154806, count: 0
word: 94489406, count: 0
word: 171220348, count: 0
word: 248641895, count: 0
word: 91731619, count: 0
word: 91607673, count: 0
word: 199750451, count: 0
word: 202908498, count: 0
word: 156844025, count: 0
word: 67203275, count: 0
word: 123270517, count: 0
word: 4360731, count: 0
word: 193390353, count: 0
word: 192618399, count: 0
word: 7814925, count: 0
word: 259214853, count: 0
word: 27970442, count: 0
word: 69642031, count: 0
word: 227622733, count: 0
word: 216556951, count: 0
word: 232838672, count: 0
word: 198338221, count: 0
word: 51926683, count: 0
word: 225802110, count: 0
word: 93816467, count: 0
word: 24352700, count: 0
word: 94490088, count: 0
word: 75191857, count: 0
word: 181192682, count: 0
word: 57427834, count: 0
word: 31975635, count: 0
word: 211916117, count: 0
word: 242124457, count: 0
word: 85713026, count: 0
word: 227083762, count: 0
word: 171472575, count: 0
word: 197660041, count: 0
word: 17114028, count: 0
word: 125214498, count: 0
word: 182406816, count: 0
word: 179349815, count: 0
word: 225511398, count: 0
word: 52120048, count: 0
word: 107041520, count: 0
word: 189209836, count: 0
word: 66533447, count: 0
word: 139257512, count: 0
word: 60558390, count: 0
word: 4926146, count: 0
word: 233357704, count: 0
word: 49873540, count: 0
word: 135084299, count: 0
word: 40664210, count: 0
word: 233637665, count: 0
word: 244882357, count: 0
word: 208487982, count: 0
word: 14920969, count: 0
word: 170544612, count: 0
word: 65668894, count: 0
word: 115495155, count: 0
word: 203930343, count: 0
word: 47078347, count: 0
word: 96508261, count: 0
word: 218208744, count: 0
word: 174848329, count: 0
word: 266110751, count: 0
word: 66812470, count: 0
word: 204312160, count: 0
word: 6509310, count: 0
word: 244410751, count: 0
word: 128922661, count: 0
word: 115520561, count: 0
word: 46677041, count: 0
word: 118238765, count: 0
word: 117097842, count: 0
word: 2828524, count: 0
word: 141285777, count: 0
word: 139678747, count: 0
word: 55979994, count: 0
word: 149993999, count: 0
word: 149369763, count: 0
word: 133220160, count: 0
word: 84688166, count: 0
word: 146442762, count: 0
word: 71973728, count: 0
word: 47819802, count: 0
word: 235766316, count: 0
word: 102135420, count: 0
word: 29122348, count: 0
word: 119556504, count: 0
word: 174153596, count: 0
word: 248300108, count: 0
word: 202762284, count: 0
word: 113645751, count: 0
word: 199153237, count: 0
word: 93470656, count: 0
word: 31280547, count: 0
word: 211941245, count: 0
word: 202406123, count: 0
word: 100575917, count: 0
word: 115814513, count: 0
word: 82911267, count: 0
word: 59545325, count: 0
word: 9677618, count: 0
word: 122252516, count: 0
word: 175239145, count: 0
word: 126927841, count: 0
word: 216729758, count: 0
word: 1961951, count: 0
word: 129726970, count: 0
word: 160082351, count: 0
word: 240924598, count: 0
word: 35785647, count: 0
word: 190928898, count: 0
word: 96504523, count: 0
word: 8678242, count: 0
word: 50155245, count: 0
word: 126185817, count: 0
word: 24098659, count: 0
word: 54430476, count: 0
word: 135247303, count: 0
word: 191242982, count: 0
word: 51688093, count: 0
word: 135467852, count: 0
word: 209305307, count: 0
word: 110699407, count: 0
word: 132316066, count: 0
word: 86623375, count: 0
word: 13692429, count: 0
word: 150548107, count: 0
word: 247570510, count: 0
word: 150063386, count: 0
word: 179027869, count: 0
word: 157353764, count: 0
word: 122460945, count: 0
word: 227699251, count: 0
word: 57733189, count: 0
word: 216024045, count: 0
word: 181890569, count: 0
word: 174067749, count: 0
word: 93500030, count: 0
word: 70607045, count: 0
word: 104574896, count: 0
word: 232404996, count: 0
word: 142381266, count: 0
word: 50455806, count: 0
word: 64538101, count: 0
word: 238632298, count: 0
word: 169153951, count: 0
word: 69904515, count: 0
word: 239556946, count: 0
word: 2870147, count: 0
word: 152778637, count: 0
word: 40740731, count: 0
word: 88783436, count: 0
word: 45238549, count: 0
word: 130503761, count: 0
word: 20205833, count: 0
word: 200650921, count: 0
word: 153816143, count: 0
word: 252503414, count: 0
word: 233923979, count: 0
word: 126424241, count: 0
word: 146745937, count: 0
word: 243461362, count: 0
word: 892108, count: 0
word: 167406132, count: 0
word: 50015914, count: 0
word: 99784241, count: 0
word: 255121110, count: 0
word: 240917430, count: 0
word: 242850674, count: 0
word: 142216096, count: 0
word: 28713564, count: 0
word: 104304125, count: 0
word: 108498172, count: 0
word: 30415315, count: 0
word: 71184235, count: 0
word: 15869991, count: 0
word: 136509423, count: 0
word: 120144907, count: 0
word: 191551663, count: 0
word: 141501548, count: 0
word: 26867805, count: 0
word: 100540704, count: 0
word: 97460212, count: 0
word: 162487059, count: 0
word: 149074952, count: 0
word: 90200772, count: 0
word: 69048136, count: 0
word: 202043033, count: 0
word: 3849802, count: 0
word: 156239987, count: 0
word: 54622459, count: 0
word: 67804333, count: 0
word: 228868365, count: 0
word: 164997712, count: 0
word: 219713779, count: 0
word: 232192566, count: 0
word: 103207099, count: 0
word: 237076275, count: 0
word: 169952337, count: 0
word: 137116692, count: 0
word: 155280270, count: 0
word: 45000147, count: 0
word: 85438800, count: 0
word: 230226929, count: 0
word: 245446574, count: 0
word: 189488747, count: 0
word: 62398938, count: 0
word: 48192725, count: 0
word: 24062762, count: 0
word: 212679186, count: 0
word: 260869762, count: 0
word: 192755780, count: 0
word: 120940160, count: 0
word: 212884244, count: 0
word: 24792509, count: 0
word: 220991939, count: 0
word: 180520371, count: 0
word: 206358401, count: 0
word: 74526737, count: 0
word: 161377520, count: 0
word: 204556562, count: 0
word: 2297270, count: 0
word: 124817654, count: 0
word: 92407513, count: 0
word: 155126920, count: 0
word: 108865497, count: 0
word: 29522070, count: 0
word: 146272968, count: 0
word: 225728479, count: 0
word: 7246085, count: 0
word: 138113765, count: 0
word: 90967660, count: 0
word: 89993851, count: 0
word: 10725572, count: 0
word: 216028995, count: 0
word: 151853501, count: 0
word: 249513395, count: 0
word: 264170339, count: 0
word: 139045569, count: 0
word: 204389975, count: 0
word: 79546849, count: 0
word: 71796819, count: 0
word: 201350330, count: 0
word: 202044834, count: 0
word: 69388562, count: 0
word: 223432258, count: 0
word: 94470263, count: 0
word: 154455021, count: 0
word: 125781988, count: 0
word: 259464247, count: 0
word: 176043060, count: 0
word: 258856150, count: 0
word: 30282733, count: 0
word: 172214791, count: 0
word: 151220463, count: 0
word: 196032414, count: 0
word: 2443177, count: 0
word: 66452475, count: 0
word: 29396568, count: 0
word: 112701385, count: 0
word: 215886213, count: 0
word: 266055774, count: 0
word: 58501265, count: 0
word: 145728180, count: 0
word: 15894552, count: 0
word: 1639321, count: 0
word: 61672962, count: 0
word: 215783312, count: 0
word: 159498785, count: 0
word: 28388611, count: 0
word: 254918943, count: 0
word: 213406192, count: 0
word: 154268721, count: 0
word: 173545913, count: 0
word: 73925467, count: 0
word: 176873433, count: 0
word: 216606795, count: 0
word: 70898170, count: 0
word: 221415077, count: 0
word: 29172854, count: 0
word: 195747533, count: 0
word: 37043281, count: 0
word: 49773020, count: 0
word: 249495272, count: 0
word: 13249258, count: 0
word: 153923915, count: 0
word: 12452017, count: 0
word: 163603577, count: 0
word: 176875019, count: 0
word: 204648635, count: 0
word: 162313462, count: 0
word: 170795285, count: 0
word: 50647766, count: 0
word: 70743832, count: 0
word: 15764386, count: 0
word: 94168756, count: 0
word: 212800853, count: 0
word: 133994455, count: 0
word: 22839366, count: 0
word: 110879232, count: 0
word: 70676277, count: 0
word: 176534865, count: 0
word: 248899788, count: 0
word: 163601003, count: 0
word: 45842336, count: 0
word: 98543168, count: 0
word: 2581810, count: 0
word: 114360754, count: 0
word: 201019925, count: 0
word: 11481407, count: 0
word: 28076032, count: 0
word: 232219032, count: 0
word: 56362355, count: 0
word: 259190389, count: 0
word: 63801064, count: 0
word: 123239884, count: 0
word: 173463566, count: 0
word: 175521241, count: 0
word: 14194110, count: 0
word: 120444714, count: 0
word: 5875477, count: 0
word: 82458720, count: 0
word: 108621146, count: 0
word: 264012241, count: 0
word: 152710235, count: 0
word: 74257340, count: 0
word: 85989446, count: 0
word: 91553896, count: 0
word: 49732608, count: 0
word: 258370770, count: 0
word: 26554541, count: 0
word: 262104991, count: 0
word: 116291185, count: 0
word: 137353655, count: 0
word: 72238210, count: 0
word: 254533641, count: 0
word: 252420339, count: 0
word: 194502944, count: 0
word: 224774911, count: 0
word: 187696962, count: 0
word: 227609078, count: 0
word: 175450180, count: 0
word: 194815442, count: 0
word: 167721798, count: 0
word: 58748365, count: 0
word: 90019730, count: 0
word: 38900686, count: 0
word: 241720577, count: 0
word: 38472334, count: 0
word: 156008056, count: 0
word: 173093895, count: 0
word: 139976062, count: 0
word: 10735785, count: 0
word: 101066020, count: 0
word: 12023786, count: 0
word: 200294707, count: 0
word: 204201188, count: 0
word: 142969594, count: 0
word: 106262272, count: 0
word: 240942422, count: 0
word: 75479280, count: 0
word: 206732102, count: 0
word: 206520603, count: 0
word: 249649316, count: 0
word: 50633165, count: 0
word: 53132423, count: 0
word: 126375070, count: 0
word: 169944342, count: 0
word: 172367205, count: 0
word: 189564004, count: 0
word: 59540534, count: 0
word: 135206006, count: 0
word: 223804633, count: 0
word: 182895608, count: 0
word: 215393355, count: 0
word: 121985231, count: 0
word: 122171419, count: 0
word: 141345270, count: 0
word: 161990252, count: 0
word: 161607230, count: 0
word: 105321507, count: 0
word: 117886142, count: 0
word: 68399126, count: 0
word: 31484939, count: 0
word: 168366944, count: 0
word: 11479540, count: 0
word: 189557707, count: 0
word: 85579620, count: 0
word: 35664266, count: 0
word: 150003599, count: 0
word: 241704118, count: 0
word: 194468569, count: 0
word: 60497546, count: 0
word: 160787521, count: 0
word: 249451162, count: 0
word: 25410389, count: 0
word: 203218267, count: 0
word: 50987053, count: 0
word: 200114203, count: 0
word: 236796918, count: 0
word: 176816583, count: 0
word: 22685302, count: 0
word: 267379615, count: 0
word: 159250886, count: 0
word: 212907956, count: 0
word: 20645206, count: 0
word: 129795669, count: 0
word: 111644828, count: 0
word: 78276344, count: 0
word: 71381616, count: 0
word: 101044654, count: 0
word: 24487379, count: 0
word: 99490901, count: 0
word: 9860710, count: 0
word: 178009138, count: 0
word: 90257075, count: 0
word: 202264207, count: 0
word: 157288606, count: 0
word: 215347386, count: 0
word: 128823683, count: 0
word: 5864586, count: 0
word: 32365634, count: 0
word: 104500643, count: 0
word: 63131284, count: 0
word: 79197315, count: 0
word: 107679593, count: 0
word: 187925968, count: 0
word: 250845188, count: 0
word: 154842695, count: 0
word: 55900720, count: 0
word: 201030784, count: 0
word: 197571106, count: 0
word: 82002470, count: 0
word: 86111852, count: 0
word: 120455163, count: 0
word: 126870131, count: 0
word: 242680561, count: 0
word: 46676071, count: 0
word: 3511424, count: 0
word: 95422177, count: 0
word: 31034686, count: 0
word: 238085940, count: 0
word: 27363182, count: 0
word: 258187754, count: 0
word: 242378588, count: 0
word: 158521237, count: 0
word: 221419653, count: 0
word: 91783304, count: 0
word: 10849596, count: 0
word: 138199163, count: 0
word: 161646074, count: 0
word: 198828329, count: 0
word: 151213984, count: 0
word: 259654913, count: 0
word: 189500422, count: 0
word: 95266369, count: 0
word: 152589916, count: 0
word: 227925198, count: 0
word: 118838661, count: 0
word: 185655042, count: 0
word: 193777932, count: 0
word: 110749536, count: 0
word: 245619132, count: 0
word: 17967217, count: 0
word: 128754003, count: 0
word: 110329750, count: 0
word: 30536094, count: 0
word: 185109888, count: 0
word: 142109576, count: 0
word: 107161920, count: 0
word: 162390465, count: 0
word: 119151684, count: 0
word: 96984056, count: 0
word: 63452990, count: 0
word: 190492055, count: 0
word: 67835068, count: 0
word: 21380183, count: 0
word: 349132, count: 0
word: 66012596, count: 0
word: 134386727, count: 0
word: 67668604, count: 0
word: 111396942, count: 0
word: 45460826, count: 0
word: 219765392, count: 0
word: 257802319, count: 0
word: 57385929, count: 0
word: 190225968, count: 0
word: 224525337, count: 0
word: 135324403, count: 0
word: 114154507, count: 0
word: 183720768, count: 0
word: 261336718, count: 0
word: 47208537, count: 0
word: 8074812, count: 0
word: 20775273, count: 0
word: 179495957, count: 0
word: 80043326, count: 0
word: 241952189, count: 0
word: 51773606, count: 0
word: 227943313, count: 0
word: 26960808, count: 0
word: 55374138, count: 0
word: 152209895, count: 0
word: 221869641, count: 0
word: 103869134, count: 0
word: 124397475, count: 0
word: 15894399, count: 0
word: 29418055, count: 0
word: 8315174, count: 0
word: 151189219, count: 0
word: 11211884, count: 0
word: 80392825, count: 0
word: 50130240, count: 0
word: 18130492, count: 0
word: 193520513, count: 0
word: 187025957, count: 0
word: 212820341, count: 0
word: 209755324, count: 0
word: 115317007, count: 0
word: 72162720, count: 0
word: 18484652, count: 0
word: 201790038, count: 0
word: 225181069, count: 0
word: 187426218, count: 0
word: 150579272, count: 0
word: 191728276, count: 0
word: 25849179, count: 0
word: 112690519, count: 0
word: 366427, count: 0
word: 191293540, count: 0
word: 153098967, count: 0
word: 44096345, count: 0
word: 45253088, count: 0
word: 19803325, count: 0
word: 17115548, count: 0
word: 160195539, count: 0
word: 105548070, count: 0
word: 1288286, count: 0
word: 47660903, count: 0
word: 105522444, count: 0
word: 17579292, count: 0
word: 110894793, count: 0
word: 29864812, count: 0
word: 80113158, count: 0
word: 187524097, count: 0
word: 210336306, count: 0
